Video ID,PhraseEmoji
2020-0212-150403-009201,"[{""phrase"": ""black SUV parked on city street"", ""emoji"": 🚗}, {""phrase"": ""white van stationary behind SUV"", ""emoji"": 🚐}, {""phrase"": ""vehicles parked on urban street"", ""emoji"": 🚚}, {""phrase"": ""city street with tall buildings"", ""emoji"": 🏙️}, {""phrase"": ""stationary vehicles on daytime city street"", ""emoji"": ☀️}]"
titan-clip_144_000252,"[{""phrase"": ""woman crossing street with umbrella"", ""emoji"": ☂️}, {""phrase"": ""man waiting on scooter at crosswalk"", ""emoji"": 🛴️}, {""phrase"": ""pedestrians and vehicles on city street"", ""emoji"": 🚗}, {""phrase"": ""woman holding umbrella at crosswalk"", ""emoji"": ⚔️}, {""phrase"": ""scooter waiting for pedestrian to cross"", ""emoji"": 🛑}]"
2020-0227-153144-042113,"[{""phrase"": ""van driving down city street"", ""emoji"": 🚐}, {""phrase"": ""car driving on urban road"", ""emoji"": 🚗}, {""phrase"": ""pedestrians walking on sidewalk"", ""emoji"": 👣}, {""phrase"": ""vehicles driving past traffic lights"", ""emoji"": 🚦}, {""phrase"": ""van and car moving on city street"", ""emoji"": 🚗}]"
titan-clip_822_000384,"[{""phrase"": ""people walking on Japanese street"", ""emoji"": '🚶'}, {""phrase"": ""people shopping at street stores"", ""emoji"": '🛍️'}, {""phrase"": ""people eating at street restaurants"", ""emoji"": '🍴'}, {""phrase"": ""traditional Japanese buildings on street"", ""emoji"": '🏯'}, {""phrase"": ""pedestrians on one-way street"", ""emoji"": '🚫'}]"
2020-0213-143552-049255,"[{""phrase"": ""white truck and van driving down street"", ""emoji"": '🚚'}, {""phrase"": ""cars and bus on multi-lane road"", ""emoji"": '🚌'}, {""phrase"": ""people walking on pedestrian walkway"", ""emoji"": '🚶'}, {""phrase"": ""vehicles driving on urban road"", ""emoji"": '🚗'}, {""phrase"": ""truck and van in motion on city street"", ""emoji"": '🚛'}]"
2020-0217-110854-064244,"[{""phrase"": ""cars moving through city intersection"", ""emoji"": 🚗}, {""phrase"": ""truck driving through intersection"", ""emoji"": 🚚}, {""phrase"": ""trees lining city street"", ""emoji"": 🌳}, {""phrase"": ""traffic lights regulating traffic flow"", ""emoji"": ⚡️}, {""phrase"": ""vehicles navigating residential area"", ""emoji"": 🏙️}]"
2020-0226-140503-051313,"[{""phrase"": ""cars driving down city street"", ""emoji"": '🚗'}, {""phrase"": ""pedestrians walking on sidewalk"", ""emoji"": '🚶'}, {""phrase"": ""cars and pedestrians at intersection"", ""emoji"": '🚦'}, {""phrase"": ""cars moving in multiple lanes"", ""emoji"": '🚗'}, {""phrase"": ""people walking near city buildings"", ""emoji"": '🏢'}]"
2020-0217-144444-012191,"[{""phrase"": ""van and car driving down street"", ""emoji"": '🚗'}, {""phrase"": ""pedestrians carrying handbags on sidewalk"", ""emoji"": '👜'}, {""phrase"": ""vehicles driving past traditional Japanese buildings"", ""emoji"": '🏮'}, {""phrase"": ""people walking on street with modern buildings"", ""emoji"": '🗼️'}, {""phrase"": ""trees lining busy city street"", ""emoji"": '🌳'}]"
2020-0129-105040-002224,"[{""phrase"": ""cars and truck moving along road"", ""emoji"": '🚚'}, {""phrase"": ""trees scattered throughout city street"", ""emoji"": '🌳'}, {""phrase"": ""vehicles crossing at traffic lights"", ""emoji"": '🚦'}, {""phrase"": ""cars and truck driving on city street"", ""emoji"": '🚗'}, {""phrase"": ""buildings and trees lining city street"", ""emoji"": '🏢'}]"
2020-0127-132751-009980,"[{""phrase"": ""cars and truck moving on city road"", ""emoji"": ""🚚""}, {""phrase"": ""pedestrians on sidewalk near trees"", ""emoji"": ""🌳""}, {""phrase"": ""tall buildings in urban area"", ""emoji"": ""🏙️""}, {""phrase"": ""vehicles and pedestrians sharing space"", ""emoji"": ""🚶‍♀️""}, {""phrase"": ""cars and truck passing by buildings"", ""emoji"": ""🚗""}]"
2020-0203-114632-084920,"[{""phrase"": ""cars and trucks driving under overpass"", ""emoji"": 🚚}, {""phrase"": ""drivers navigating city street in vehicles"", ""emoji"": 👥}, {""phrase"": ""vehicles moving on city street with buildings"", ""emoji"": 🏙️}, {""phrase"": ""trucks and cars turning on city street"", ""emoji"": 🚗}, {""phrase"": ""vehicles parked along city street sidewalk"", ""emoji"": 🅿️}]"
2020-0204-103442-076952,"[{""phrase"": ""people walking on sidewalk"", ""emoji"": ""🚶""}, {""phrase"": ""cars moving on road"", ""emoji"": ""🚗""}, {""phrase"": ""truck driving on street"", ""emoji"": ""🚚""}, {""phrase"": ""vehicles and pedestrians on street"", ""emoji"": ""🚗""}, {""phrase"": ""pedestrians and cars on cloudy day"", ""emoji"": ""☁️""}]"
2020-0220-151845-034308,"[{""phrase"": ""cars and truck moving on city street"", ""emoji"": 🚚}, {""phrase"": ""bicycle ridden by person in city"", ""emoji"": 🚴}, {""phrase"": ""vehicles moving under large overpass"", ""emoji"": 🌉}, {""phrase"": ""people riding bicycles on city street"", ""emoji"": 🚴}, {""phrase"": ""cars and bicycle sharing city road"", ""emoji"": 🚗}]"
2020-0206-142535-023314,"[{""phrase"": ""cars and trucks moving on city street"", ""emoji"": 🚗}, {""phrase"": ""pedestrians navigating sidewalks and crosswalks"", ""emoji"": 👥}, {""phrase"": ""trees lining busy city street"", ""emoji"": 🌳}, {""phrase"": ""vehicles moving in opposite directions"", ""emoji"": 🚗}, {""phrase"": ""people walking on city sidewalks"", ""emoji"": 👣}]"
titan-clip_539_000150,"[{""phrase"": ""pedestrians walking along sidewalk"", ""emoji"": '🚶'}, {""phrase"": ""people carrying handbags on sidewalk"", ""emoji"": '👜'}, {""phrase"": ""individuals walking in front of shops"", ""emoji"": '🏙️'}, {""phrase"": ""pedestrians walking in commercial area"", ""emoji"": '🛍️'}, {""phrase"": ""people walking in front of city buildings"", ""emoji"": '🏢'}]"
titan-clip_86_000318,"[{""phrase"": ""cars driving down city street"", ""emoji"": 🚗}, {""phrase"": ""truck moving through urban environment"", ""emoji"": 🚚}, {""phrase"": ""vehicles navigating city buildings"", ""emoji"": 🌆}, {""phrase"": ""drivers focused on their journey"", ""emoji"": 👥}, {""phrase"": ""trees lining busy city street"", ""emoji"": 🌳}]"
titan-clip_1379_000396,"[{""phrase"": ""large truck parked on city street"", ""emoji"": '🚚'}, {""phrase"": ""pedestrians walking on city street"", ""emoji"": '🚶‍♂️'}, {""phrase"": ""truck parked near large archway"", ""emoji"": '🏯'}, {""phrase"": ""orange cones lining city street"", ""emoji"": '🔶'}, {""phrase"": ""truck involved in delivery on city street"", ""emoji"": '📦'}]"
2020-0129-105040-078159,"[{""phrase"": ""white car and van parked on street"", ""emoji"": ""🚗""}, {""phrase"": ""sign with Japanese characters on street"", ""emoji"": ""🏯""}, {""phrase"": ""building with red roof in background"", ""emoji"": ""🏠""}, {""phrase"": ""cars parked on quiet Japanese street"", ""emoji"": ""🚐""}, {""phrase"": ""van parked behind white car on street"", ""emoji"": ""🚚""}]"
titan-clip_481_000384,"[{""phrase"": ""pedestrians walking on sidewalk"", ""emoji"": ""🚶‍♀️""}, {""phrase"": ""people crossing street at crosswalk"", ""emoji"": ""⛔️""}, {""phrase"": ""pedestrians carrying handbags on street"", ""emoji"": ""👜""}, {""phrase"": ""buildings lining city street scene"", ""emoji"": ""🏙️""}, {""phrase"": ""people walking on designated crosswalk"", ""emoji"": ""🚶‍♂️""}]"
titan-clip_1359_000084,"[{""phrase"": ""bicycles parked along sidewalk"", ""emoji"": 🚴}, {""phrase"": ""pedestrians walking on city sidewalk"", ""emoji"": 👥}, {""phrase"": ""cars and bus on busy city street"", ""emoji"": 🚌}, {""phrase"": ""bicycles and buildings in urban setting"", ""emoji"": 🏙️}, {""phrase"": ""people walking near parked bicycles"", ""emoji"": 👣}]"
2020-0127-132751-003557,"[{""phrase"": ""people walking along sidewalk"", ""emoji"": ""🚶‍♀️""}, {""phrase"": ""group conversation on city street"", ""emoji"": ""💬""}, {""phrase"": ""trees lining city street in Tokyo"", ""emoji"": ""🌳""}, {""phrase"": ""people walking near Tokyo Metropolitan Government"", ""emoji"": ""🏢""}, {""phrase"": ""casual conversation on urban sidewalk"", ""emoji"": ""👥""}]"
2020-0205-152530-058367,"[{""phrase"": ""truck carrying crane on right side road"", ""emoji"": '🚚'}, {""phrase"": ""heavy machinery on truck driving under bridge"", ""emoji"": '🌉'}, {""phrase"": ""large truck with crane on overpass road"", ""emoji"": '🏗️'}, {""phrase"": ""truck transporting heavy equipment on cloudy day"", ""emoji"": '☁️'}, {""phrase"": ""construction machinery on truck driving on road"", ""emoji"": '🚧'}]"
2020-0205-103411-035114,"[{""phrase"": ""van driving on city street"", ""emoji"": 🚐}, {""phrase"": ""car following van on road"", ""emoji"": 🚗}, {""phrase"": ""trees lining urban street"", ""emoji"": 🌳}, {""phrase"": ""vehicles moving on city road"", ""emoji"": 🚗}, {""phrase"": ""van and car in urban motion"", ""emoji"": 🚐}]"
2020-0207-101955-074759,"[{""phrase"": ""truck driving on highway"", ""emoji"": ""🚚""}, {""phrase"": ""cars and trucks moving on road"", ""emoji"": ""🚗""}, {""phrase"": ""large truck speeding on road"", ""emoji"": ""🚛""}, {""phrase"": ""vehicles driving on busy highway"", ""emoji"": ""🚗""}, {""phrase"": ""truck moving on highway with barrier"", ""emoji"": ""🚧""}]"
2020-0228-150133-067307,"[{""phrase"": ""cars moving in different directions"", ""emoji"": '🚗'}, {""phrase"": ""trees lining city street"", ""emoji"": '🌳'}, {""phrase"": ""motorcycles moving on busy street"", ""emoji"": '🚲'}, {""phrase"": ""trucks driving through city traffic"", ""emoji"": '🚚'}, {""phrase"": ""vehicles following own path"", ""emoji"": '🗺️'}]"
2020-0203-114632-028768,"[{""phrase"": ""black car driving down city street"", ""emoji"": 🚗}, {""phrase"": ""black van moving on city street"", ""emoji"": 🚐}, {""phrase"": ""pedestrians carrying handbags walking"", ""emoji"": 👜}, {""phrase"": ""vehicles driving on tree lined street"", ""emoji"": 🌳}, {""phrase"": ""people walking in front of tall buildings"", ""emoji"": 🏙️}]"
2020-0213-143552-068341,"[{""phrase"": ""large truck driving on right side"", ""emoji"": '🚚'}, {""phrase"": ""truck with branding on urban road"", ""emoji"": '🚛'}, {""phrase"": ""commercial truck in city area"", ""emoji"": '🏙️'}, {""phrase"": ""white truck with phone number"", ""emoji"": '📞'}, {""phrase"": ""truck with license plate on road"", ""emoji"": '📋'}]"
2020-0221-115122-027066,"[{""phrase"": ""cars and truck driving down street"", ""emoji"": '🚚'}, {""phrase"": ""vehicles in motion on city street"", ""emoji"": '🚗'}, {""phrase"": ""cars driving past tall buildings"", ""emoji"": '🏙️'}, {""phrase"": ""truck moving on street with traffic lights"", ""emoji"": '🚦'}, {""phrase"": ""cars of various sizes driving on street"", ""emoji"": '🚗'}]"
2020-0205-103411-014217,"[{""phrase"": ""cars driving down city street"", ""emoji"": 🚗}, {""phrase"": ""pedestrians walking along sidewalks"", ""emoji"": 👣}, {""phrase"": ""people crossing street at crosswalks"", ""emoji"": 🚶}, {""phrase"": ""cars and pedestrians in urban environment"", ""emoji"": 🏙️}, {""phrase"": ""vehicles driving past modern buildings"", ""emoji"": 🚗}]"
2020-0220-102630-010876,"[{""phrase"": ""cars and trucks in motion"", ""emoji"": '🚚'}, {""phrase"": ""vehicles on multi-lane road"", ""emoji"": '🚗'}, {""phrase"": ""city street with moving vehicles"", ""emoji"": '🚗'}, {""phrase"": ""cars and trucks on urban road"", ""emoji"": '🚚'}, {""phrase"": ""city traffic with cars and trucks"", ""emoji"": '🚗'}]"
titan-clip_71_000078,"[{""phrase"": ""people crossing street at crosswalk"", ""emoji"": '🚶‍♂️'}, {""phrase"": ""cars and trucks on city street"", ""emoji"": '🚚'}, {""phrase"": ""individuals navigating urban environment"", ""emoji"": '🗺️'}, {""phrase"": ""vehicles passing through city intersection"", ""emoji"": '🚗'}, {""phrase"": ""pedestrians walking through city crosswalk"", ""emoji"": '🚶‍♀️'}]"
titan-clip_537_000018,"[{""phrase"": ""truck parked on city street"", ""emoji"": ""🚚""}, {""phrase"": ""pedestrians walking on urban sidewalk"", ""emoji"": ""🚶‍♂️""}, {""phrase"": ""driver steering large white truck"", ""emoji"": ""🚚""}, {""phrase"": ""truck parking in commercial area"", ""emoji"": ""🏢""}, {""phrase"": ""people walking near modern buildings"", ""emoji"": ""🏢""}]"
2020-0131-135401-040119,"[{""phrase"": ""cars moving on city street"", ""emoji"": 🚗}, {""phrase"": ""trucks moving on urban road"", ""emoji"": 🚚}, {""phrase"": ""vehicles in motion on street"", ""emoji"": 🛣️}, {""phrase"": ""cars and trucks on city road"", ""emoji"": 🚗}, {""phrase"": ""vehicles moving in densely populated area"", ""emoji"": 🏙️}]"
2020-0203-154554-071970,"[{""phrase"": ""red car driving down city street"", ""emoji"": ""🚗""}, {""phrase"": ""cars moving on urban road"", ""emoji"": ""🚗""}, {""phrase"": ""traffic lights on city street"", ""emoji"": ""🚦""}, {""phrase"": ""vehicles driving in modern city"", ""emoji"": ""🚗""}, {""phrase"": ""city street with traffic and buildings"", ""emoji"": ""🏙️""}]"
2020-0227-153144-011170,"[{""phrase"": ""cars moving on city street"", ""emoji"": ""🚗""}, {""phrase"": ""bus in motion on urban road"", ""emoji"": ""🚌""}, {""phrase"": ""trees lining city street"", ""emoji"": ""🌳""}, {""phrase"": ""vehicles sharing space with pedestrians"", ""emoji"": ""🚶""}, {""phrase"": ""cars and bus on residential street"", ""emoji"": ""🏙️""}]"
titan-clip_1216_000462,"[{""phrase"": ""people walking down narrow street"", ""emoji"": '🚶‍♀️'}, {""phrase"": ""pedestrians carrying backpacks and handbags"", ""emoji"": '👜'}, {""phrase"": ""barber shop in commercial district"", ""emoji"": '💇‍♂️'}, {""phrase"": ""shops and establishments in business district"", ""emoji"": '🏢'}, {""phrase"": ""people walking on busy city street"", ""emoji"": '🚶‍♂️'}]"
2020-0129-144857-029696,"[{""phrase"": ""van driving on city street"", ""emoji"": 🚐}, {""phrase"": ""cars and trucks following traffic"", ""emoji"": 🚚}, {""phrase"": ""pedestrians walking on city sidewalk"", ""emoji"": 🚶}, {""phrase"": ""van navigating through city traffic"", ""emoji"": 🗺️}, {""phrase"": ""people walking on busy city street"", ""emoji"": 👥}]"
titan-clip_41_000336,"[{""phrase"": ""people walking on city sidewalk"", ""emoji"": '🚶‍♀️'}, {""phrase"": ""pedestrians carrying handbags on street"", ""emoji"": '👜'}, {""phrase"": ""shops and restaurants lining city street"", ""emoji"": '🏢'}, {""phrase"": ""individuals walking in urban setting"", ""emoji"": '🌆'}, {""phrase"": ""people going about daily routines"", ""emoji"": '🕒'}]"
2020-0214-145407-051864,"[{""phrase"": ""cars and bus moving on city street"", ""emoji"": 🚌}, {""phrase"": ""traffic lights regulating city traffic flow"", ""emoji"": ⚠️}, {""phrase"": ""vehicles moving past urban buildings"", ""emoji"": 🏙️}, {""phrase"": ""cars and bus on overcast day"", ""emoji"": ☁️}, {""phrase"": ""traffic flowing through city intersection"", ""emoji"": 🚦}]"
2020-0205-103411-103302,"[{""phrase"": ""truck and car moving on highway"", ""emoji"": '🚚'}, {""phrase"": ""vehicles in motion on multi-lane road"", ""emoji"": '🚗'}, {""phrase"": ""cars and truck on commercial highway"", ""emoji"": '🏙️'}, {""phrase"": ""truck and car driving in same direction"", ""emoji"": '🚗'}, {""phrase"": ""highway with billboards and signs nearby"", ""emoji"": '📣'}]"
2020-0218-151547-002449,"[{""phrase"": ""cars driving down city street"", ""emoji"": ""🚗""}, {""phrase"": ""cars varying in size and color"", ""emoji"": ""🚗""}, {""phrase"": ""cars in front of circular building"", ""emoji"": ""🏢""}, {""phrase"": ""cars on street lined with lampposts"", ""emoji"": ""💡""}, {""phrase"": ""cars driving in busy urban area"", ""emoji"": ""🚗""}]"
titan-clip_597_000120,"[{""phrase"": ""people walking along sidewalk"", ""emoji"": '🚶'}, {""phrase"": ""pedestrians crossing street at crosswalk"", ""emoji"": '🚦'}, {""phrase"": ""people carrying handbags on sidewalk"", ""emoji"": '👜'}, {""phrase"": ""shops lining city street"", ""emoji"": '🏢'}, {""phrase"": ""people walking in commercial area"", ""emoji"": '🛍️'}]"
2020-0214-102601-025386,"[{""phrase"": ""cars driving down city street"", ""emoji"": 🚗}, {""phrase"": ""pedestrians walking along sidewalk"", ""emoji"": 👣}, {""phrase"": ""tall buildings with bridge in background"", ""emoji"": 🌆}, {""phrase"": ""trees lining city street with cars"", ""emoji"": 🌳}, {""phrase"": ""vehicles and pedestrians in urban environment"", ""emoji"": 🏙️}]"
2020-0226-101332-048932,"[{""phrase"": ""cars and trucks driving down street"", ""emoji"": 🚚}, {""phrase"": ""vehicles moving on city street"", ""emoji"": 🚌}, {""phrase"": ""trees lining city street"", ""emoji"": 🌳}, {""phrase"": ""people walking on urban sidewalk"", ""emoji"": 👣}, {""phrase"": ""tall buildings in urban environment"", ""emoji"": 🏙️}]"
2020-0228-150133-048054,"[{""phrase"": ""cars and trucks driving on road"", ""emoji"": '🚚'}, {""phrase"": ""vehicles navigating urban streets"", ""emoji"": '🚗'}, {""phrase"": ""city street lined with lampposts"", ""emoji"": '💡'}, {""phrase"": ""cars driving through urban traffic"", ""emoji"": '🚗'}, {""phrase"": ""vehicles in motion on city street"", ""emoji"": '🚚'}]"
titan-clip_1290_000516,"[{""phrase"": ""man carrying box exiting truck"", ""emoji"": '📦'}, {""phrase"": ""truck parked on city street"", ""emoji"": '🚚'}, {""phrase"": ""people carrying handbags walking on sidewalk"", ""emoji"": '👜'}, {""phrase"": ""cars parked along city street"", ""emoji"": '🚗'}, {""phrase"": ""pedestrians walking near traffic light"", ""emoji"": '🚦'}]"
titan-clip_951_000588,"[{""phrase"": ""worker standing next to crane truck"", ""emoji"": '🏗️'}, {""phrase"": ""truck with crane on city street"", ""emoji"": '🚚'}, {""phrase"": ""person in white uniform on city street"", ""emoji"": '👕'}, {""phrase"": ""crane truck parked on urban street"", ""emoji"": '🚧'}, {""phrase"": ""city street with buildings and vehicles"", ""emoji"": '🌆'}]"
titan-clip_278_000342,"[{""phrase"": ""pedestrians walking in narrow alleyway"", ""emoji"": '🚶‍♂️'}, {""phrase"": ""people carrying items in commercial area"", ""emoji"": '🛍️'}, {""phrase"": ""pedestrians navigating busy city street"", ""emoji"": '🚶‍♀️'}, {""phrase"": ""shops and restaurants lining urban alleyway"", ""emoji"": '🏢'}, {""phrase"": ""street signs in bustling urban environment"", ""emoji"": '🚨'}]"
2020-0220-102630-016535,"[{""phrase"": ""cars and trucks moving on city street"", ""emoji"": 🚗}, {""phrase"": ""vehicles navigating through urban streets"", ""emoji"": 🚌}, {""phrase"": ""trees and greenery among city buildings"", ""emoji"": 🌳}, {""phrase"": ""white trucks driving on city roads"", ""emoji"": 🚚}, {""phrase"": ""cars and buildings in urban landscape"", ""emoji"": 🏙️}]"
2020-0214-145407-028237,"[{""phrase"": ""cars driving down city street"", ""emoji"": 🚗}, {""phrase"": ""pedestrians walking on sidewalks"", ""emoji"": 👣}, {""phrase"": ""cars following traffic rules"", ""emoji"": 🚫}, {""phrase"": ""people walking in business district"", ""emoji"": 👥}, {""phrase"": ""vehicles and pedestrians in downtown"", ""emoji"": 🌆}]"
titan-clip_1052_000192,"[{""phrase"": ""people walking on city street sidewalk"", ""emoji"": '🚶'}, {""phrase"": ""vehicles driving down urban street"", ""emoji"": '🚗'}, {""phrase"": ""cars parked along city street"", ""emoji"": '🅿️'}, {""phrase"": ""people carrying handbags on sidewalk"", ""emoji"": '👜'}, {""phrase"": ""person holding umbrella on city street"", ""emoji"": '☂️'}]"
2020-0227-104226-029814,"[{""phrase"": ""truck driving on right side of road"", ""emoji"": ""🚚""}, {""phrase"": ""car driving on left side of road"", ""emoji"": ""🚗""}, {""phrase"": ""trees lining city street"", ""emoji"": ""🌳""}, {""phrase"": ""truck and car driving in city"", ""emoji"": ""🚗""}, {""phrase"": ""vehicles navigating urban environment"", ""emoji"": ""🚚""}]"
2020-0203-114632-083383,"[{""phrase"": ""silver car driving on city street"", ""emoji"": 🚗}, {""phrase"": ""pedestrian on city street with traffic light"", ""emoji"": 🚦}, {""phrase"": ""truck and bus driving on urban road"", ""emoji"": 🚌}, {""phrase"": ""car moving towards city bridge"", ""emoji"": 🌉}, {""phrase"": ""vehicles driving through controlled intersection"", ""emoji"": 🚨}]"
2020-0212-102546-004599,"[{""phrase"": ""white SUV driving on city street"", ""emoji"": 🚗}, {""phrase"": ""people carrying bags walking on sidewalk"", ""emoji"": 👜}, {""phrase"": ""van driving behind SUV on road"", ""emoji"": 🚚}, {""phrase"": ""pedestrians crossing road at traffic lights"", ""emoji"": ⚠️}, {""phrase"": ""vehicles navigating city street with crosswalk"", ""emoji"": 🚦}]"
titan-clip_148_000702,"[{""phrase"": ""truck and van parked on city street"", ""emoji"": ""🚚""}, {""phrase"": ""people walking on sidewalk and crossing street"", ""emoji"": ""🚶""}, {""phrase"": ""trees lining city street with modern building"", ""emoji"": ""🌳""}, {""phrase"": ""vehicles and pedestrians on city street"", ""emoji"": ""🚗""}, {""phrase"": ""people crossing street near YAMANO sign"", ""emoji"": ""👥""}]"
2020-0214-145407-036126,"[{""phrase"": ""cars and trucks driving down street"", ""emoji"": '🚚'}, {""phrase"": ""vehicles in motion on city street"", ""emoji"": '🚗'}, {""phrase"": ""tall buildings lining city street"", ""emoji"": '🏢'}, {""phrase"": ""cars and trucks on urban street"", ""emoji"": '🚚'}, {""phrase"": ""vehicles driving past city buildings"", ""emoji"": '🏙️'}]"
titan-clip_1146_000210,"[{""phrase"": ""people walking down city street"", ""emoji"": '🚶'}, {""phrase"": ""bicycles parked on sidewalk"", ""emoji"": '🚴'}, {""phrase"": ""people walking past urban shrine"", ""emoji"": '🏯'}, {""phrase"": ""individuals walking in casual attire"", ""emoji"": '👖'}, {""phrase"": ""people walking on empty city street"", ""emoji"": '🚗'}]"
2020-0227-104226-004456,"[{""phrase"": ""cars and bus moving on city road"", ""emoji"": '🚌'}, {""phrase"": ""pedestrians carrying handbags on sidewalk"", ""emoji"": '👜'}, {""phrase"": ""vehicles moving in front of tall buildings"", ""emoji"": '🏢'}, {""phrase"": ""people walking on city street with clear sky"", ""emoji"": '☀️'}, {""phrase"": ""bus and cars moving with pedestrians around"", ""emoji"": '🚗'}]"
2020-0210-101957-020756,"[{""phrase"": ""white car and truck driving on road"", ""emoji"": ""🚗""}, {""phrase"": ""pedestrians walking on city street"", ""emoji"": ""🚶""}, {""phrase"": ""white truck following white car on road"", ""emoji"": ""🚚""}, {""phrase"": ""vehicles moving on urban street"", ""emoji"": ""🚗""}, {""phrase"": ""cars and pedestrians on city road"", ""emoji"": ""🚗""}]"
2020-0206-101736-012039,"[{""phrase"": ""van and car parked on street"", ""emoji"": ""🚐""}, {""phrase"": ""pedestrians walking on urban street"", ""emoji"": ""🚶""}, {""phrase"": ""vehicles parked near buildings"", ""emoji"": ""🏢""}, {""phrase"": ""white van and car on city street"", ""emoji"": ""🚗""}, {""phrase"": ""people walking near parked vehicles"", ""emoji"": ""👥""}]"
2020-0221-115122-009956,"[{""phrase"": ""white van driving on city street"", ""emoji"": ""🚐""}, {""phrase"": ""ladder on van roof in motion"", ""emoji"": ""🛠️""}, {""phrase"": ""cars and buses driving alongside van"", ""emoji"": ""🚌""}, {""phrase"": ""high-rise buildings in city background"", ""emoji"": ""🏙️""}, {""phrase"": ""trees lining city street with vehicles"", ""emoji"": ""🌳""}]"
2020-0131-135401-039082,"[{""phrase"": ""white arrow on road"", ""emoji"": '➡️'}, {""phrase"": ""residential area street scene"", ""emoji"": '🏠'}, {""phrase"": ""directional sign on road"", ""emoji"": '➡️'}, {""phrase"": ""arrow pointing to the right"", ""emoji"": '➡️'}, {""phrase"": ""suburban street with buildings"", ""emoji"": '🏙️'}]"
2020-0205-103411-029400,"[{""phrase"": ""cars moving on one-way highway"", ""emoji"": 🚗}, {""phrase"": ""vehicles passing urban trees"", ""emoji"": 🌳}, {""phrase"": ""cars driving near city buildings"", ""emoji"": 🏢}, {""phrase"": ""highway traffic with various vehicles"", ""emoji"": 🚗}, {""phrase"": ""cars traveling on suburban road"", ""emoji"": 🚗}]"
2020-0203-114632-059616,"[{""phrase"": ""cars and trucks in motion"", ""emoji"": 🚚}, {""phrase"": ""pedestrians walking on sidewalks"", ""emoji"": 👥}, {""phrase"": ""vehicles navigating urban environment"", ""emoji"": 🚗}, {""phrase"": ""people walking in city street"", ""emoji"": 👣}, {""phrase"": ""cars and trucks on city street"", ""emoji"": 🚌}]"
2020-0131-135401-005103,"[{""phrase"": ""truck driving down city street"", ""emoji"": ""🚚""}, {""phrase"": ""pedestrians walking on sidewalk"", ""emoji"": ""🚶""}, {""phrase"": ""large truck with number on side"", ""emoji"": ""🚚""}, {""phrase"": ""truck moving through urban environment"", ""emoji"": ""🏙️""}, {""phrase"": ""people walking near moving truck"", ""emoji"": ""🚶""}]"
titan-clip_706_000492,"[{""phrase"": ""people walking on city sidewalk"", ""emoji"": '🚶‍♂️'}, {""phrase"": ""pedestrians crossing street at crosswalk"", ""emoji"": '🚦'}, {""phrase"": ""shops lining modern city street"", ""emoji"": '🏢'}, {""phrase"": ""people going about daily routines"", ""emoji"": '🕒'}, {""phrase"": ""pedestrians walking along commercial street"", ""emoji"": '🛍️'}]"
titan-clip_1036_000438,"[{""phrase"": ""pedestrians walking on sidewalk"", ""emoji"": ""🚶‍♀️""}, {""phrase"": ""vehicles passing through crosswalk"", ""emoji"": ""🚗""}, {""phrase"": ""cars and motorcycle on city street"", ""emoji"": ""🚲""}, {""phrase"": ""trees among city buildings"", ""emoji"": ""🌳""}, {""phrase"": ""people crossing street at crosswalk"", ""emoji"": ""🚧""}]"
2020-0204-150838-032512,"[{""phrase"": ""van driving down city street"", ""emoji"": '🚐'}, {""phrase"": ""cars and bus in motion"", ""emoji"": '🚌'}, {""phrase"": ""vehicles moving on urban road"", ""emoji"": '🚗'}, {""phrase"": ""van surrounded by other vehicles"", ""emoji"": '🚚'}, {""phrase"": ""buildings lining busy city street"", ""emoji"": '🏢'}]"
titan-clip_463_000474,"[{""phrase"": ""delivery truck parked on city street"", ""emoji"": ""🚚""}, {""phrase"": ""person standing near refrigerator on sidewalk"", ""emoji"": ""👨""}, {""phrase"": ""blue refrigerator on sidewalk next to truck"", ""emoji"": ""❄️""}, {""phrase"": ""urban street with buildings and delivery truck"", ""emoji"": ""🏙️""}, {""phrase"": ""truck delivering refrigerator on city street"", ""emoji"": ""📦""}]"
titan-clip_478_000378,"[{""phrase"": ""cars driving down cobblestone street"", ""emoji"": '🚗'}, {""phrase"": ""pedestrians walking on sidewalk"", ""emoji"": '🚶‍♀️'}, {""phrase"": ""people sitting on street benches"", ""emoji"": '💺'}, {""phrase"": ""cars parked along street side"", ""emoji"": '🅿️'}, {""phrase"": ""shops and restaurants lining street"", ""emoji"": '🏢'}]"
2020-0127-132751-095071,"[{""phrase"": ""pedestrians walking along sidewalk"", ""emoji"": '🚶‍♀️'}, {""phrase"": ""vehicles moving on city street"", ""emoji"": '🚗'}, {""phrase"": ""people carrying handbags on sidewalk"", ""emoji"": '👜'}, {""phrase"": ""cars and truck on busy street"", ""emoji"": '🚚'}, {""phrase"": ""people walking in front of Japanese signs"", ""emoji"": '🇯🇵'}]"
titan-clip_641_000126,"[{""phrase"": ""people walking in alleyway"", ""emoji"": '🚶'}, {""phrase"": ""small shop in narrow alley"", ""emoji"": '🏮'}, {""phrase"": ""modern buildings in urban setting"", ""emoji"": '🏙️'}, {""phrase"": ""glass door on wooden structure"", ""emoji"": '🚪'}, {""phrase"": ""steps leading to shop entrance"", ""emoji"": '⬆️'}]"
